collision_index,casualty_reference,casualty_class,casualty_severity,sex_of_casualty,age_band_of_casualty
16270,1,1,3,1,5
16271,1,3,3,1,6
16272,1,3,3,2,6
16273,1,1,3,2,6
16274,1,2,3,2,4
16275,1,3,3,1,9
16276,1,1,3,2,3
16277,1,1,3,2,6
16278,1,3,2,2,6
16279,2,1,2,1,8
16280,1,3,3,1,3
16281,1,3,2,1,3
16282,1,3,3,2,2
16283,1,1,2,1,3
16284,1,3,2,2,5
16285,1,3,2,2,10
16286,1,1,3,1,7
16287,1,1,3,1,7
16288,2,2,3,1,-1
16289,1,1,2,1,6
16290,1,2,2,2,6
16291,1,1,3,1,9
16292,1,1,3,1,6
16293,1,3,3,2,9
16294,1,3,3,2,3
16295,1,1,3,1,11
16296,2,2,3,2,11
16297,1,3,3,1,1
16298,1,3,3,2,-1
16299,1,2,2,1,6
16300,2,1,3,2,5
16301,3,2,3,2,5
16302,1,1,2,1,4
16303,2,1,3,2,8
16304,1,1,2,1,7
16305,1,1,3,1,-1
16306,1,2,3,2,11
16307,1,1,3,1,9
16308,1,1,3,2,7
16309,1,1,2,1,6
16310,2,1,3,2,6
16311,1,1,3,1,10
16312,1,1,2,1,6
16313,2,2,3,1,6
16314,1,3,3,1,9
16315,1,3,3,2,2
16316,1,1,3,1,5
16317,1,1,2,1,7
16318,1,1,2,1,6
16319,1,1,3,1,8
16320,1,2,2,1,4
16321,2,1,2,-1,-1
16322,1,3,2,1,1
16323,1,1,2,1,8
16324,1,3,2,1,6
16325,1,1,2,1,5
16326,2,2,3,1,5
16327,1,3,2,2,9
16328,1,1,2,1,6
16329,1,1,3,1,5
16330,1,1,2,1,8
16331,1,2,3,1,2
16332,1,2,2,1,4
16333,1,1,3,1,6
16334,1,1,3,1,5
16335,1,1,3,1,4
16336,2,1,3,1,9
16337,1,1,3,2,7
16338,1,1,3,1,8
16339,1,1,3,-1,-1
16340,1,3,3,2,-1
16341,1,1,3,2,7
16342,1,1,3,2,9
16343,2,2,3,2,5
16344,1,2,3,1,2
16345,2,2,3,2,1
16346,1,1,3,2,6
16347,2,2,3,1,6
16348,3,2,3,2,1
16349,4,2,3,2,1
16350,1,1,2,1,4
16351,1,3,2,1,3
16352,1,1,3,2,4
16353,3,2,3,1,4
16354,2,1,3,1,6
16355,1,1,3,1,7
16356,1,1,3,1,7
16357,2,2,3,2,6
16358,1,3,3,1,2
16359,1,1,3,1,7
16360,1,1,3,1,6
16361,1,3,2,2,11
16362,1,2,3,2,6
16363,2,2,3,1,2
16364,1,1,3,2,6
16365,1,3,3,2,2
16366,1,3,3,1,11
16367,1,1,2,1,7
16368,2,2,3,1,-1
16369,2,2,3,2,6
16370,1,1,3,1,7
16371,1,3,3,2,3
16372,1,1,3,2,8
16373,2,2,2,2,4
16374,3,2,3,2,3
16375,1,1,2,1,4
16376,1,1,3,-1,4
16377,1,1,3,1,11
16378,1,1,3,1,9
16379,1,1,3,1,4
16380,1,3,2,1,4
16381,1,1,3,2,10
16382,1,1,3,1,3
16383,1,1,3,1,8
16384,1,1,3,1,5
16385,1,1,3,1,7
16386,1,3,2,2,-1
16387,1,1,3,1,7
16388,1,3,3,1,-1
16389,2,1,2,1,-1
16390,1,1,2,1,7
16391,1,1,3,2,7
16392,1,1,3,1,6
16393,1,1,3,2,7
16394,1,1,3,2,6
16395,1,3,1,1,7
16396,1,2,3,1,5
16397,2,1,3,2,7
16398,3,2,3,1,6
16399,4,2,3,1,6
16400,5,1,3,1,6
16401,6,1,3,1,6
16402,2,1,3,1,4
16403,1,1,3,1,9
16404,1,1,3,1,6
16405,3,2,3,1,8
16406,2,1,3,1,6
16407,1,1,3,1,7
16408,1,1,3,1,5
16409,1,1,3,1,5
16410,1,3,2,2,9
16411,1,1,3,1,8
16412,1,3,3,2,5
16413,1,3,3,2,1
16414,1,3,2,1,2
16415,1,1,3,2,6
16416,1,3,3,2,3
16417,2,3,3,2,3
16418,1,1,2,1,6
16419,2,3,1,1,10
16420,1,3,2,2,2
16421,1,1,2,2,8
16422,1,1,3,1,9
16423,2,2,3,2,9
16424,1,3,2,2,7
16425,1,1,2,1,11
16426,2,2,2,2,10
16427,1,3,3,1,7
16428,1,1,2,2,6
16429,1,3,3,1,9
16430,1,1,3,1,6
16431,1,2,2,2,6
16432,1,3,3,1,3
16433,1,1,3,1,5
16434,1,3,3,1,5
16435,1,3,2,1,2
16436,1,1,2,1,6
16437,1,3,3,1,3
16438,1,3,3,1,9
16439,1,1,3,2,5
16440,1,1,3,1,6
16441,1,1,3,2,6
16442,1,3,1,1,3
16443,1,1,3,1,2
16444,1,1,3,2,5
16445,1,3,3,2,-1
16446,1,3,3,1,3
16447,1,1,3,1,4
16448,1,1,3,1,7
16449,1,1,3,1,8
16450,1,1,3,1,5
16451,1,3,3,2,-1
16452,1,3,3,2,5
16453,1,1,3,1,7
16454,1,3,3,1,-1
16455,1,1,3,1,4
16456,1,1,3,1,10
16457,2,2,3,2,-1
16458,1,2,3,1,6
16459,1,2,3,2,6
16460,2,2,3,2,8
16461,3,2,3,1,8
16462,5,1,3,2,7
16463,2,1,3,1,10
16464,1,1,3,1,8
16465,2,2,3,1,6
16466,3,1,3,2,7
16467,1,1,3,1,6
16468,1,1,2,2,5
16469,1,2,3,2,4
16470,1,1,3,1,5
16471,1,1,3,2,6
16472,1,1,3,1,5
16473,1,1,3,2,6
16474,1,1,2,2,9
16475,2,2,3,2,3
16476,2,3,3,1,4
16477,1,3,3,2,4
16478,1,2,3,2,6
16479,1,3,2,2,2
16480,1,1,3,1,11
16481,1,1,3,1,7
16482,2,1,3,1,9
16483,1,1,3,1,7
16484,1,1,3,1,8
16485,1,1,3,1,8
16486,1,3,2,2,8
16487,1,1,3,1,-1
16488,1,3,3,2,11
16489,1,1,3,1,5
16490,1,3,2,2,2
16491,1,1,3,1,9
16492,1,1,3,1,6
16493,1,1,3,1,3
16494,1,1,3,1,3
16495,1,1,3,2,8
16496,2,2,3,2,4
16497,1,1,3,1,2
16498,1,3,3,1,6
16499,1,3,3,1,6
16500,1,2,3,2,10
16501,1,1,2,1,9
16502,1,1,3,1,-1
16503,1,1,2,1,4
16504,1,1,3,1,7
16505,1,1,3,1,3
16506,1,1,3,1,5
16507,2,1,3,2,6
16508,1,1,3,1,8
16509,2,2,3,2,6
16510,1,1,3,-1,-1
16511,1,3,3,1,3
16512,1,1,3,1,6
16513,1,1,3,1,10
16514,1,1,3,2,6
16515,2,2,3,1,6
16516,3,1,3,2,6
16517,1,3,3,1,8
16518,1,1,3,1,7
16519,2,2,3,1,4
16520,1,3,2,2,8
16521,2,1,3,1,5
16522,3,2,3,2,5
16523,4,2,3,2,3
16524,5,2,3,2,4
16525,1,1,2,2,5
16526,1,1,3,1,7
16527,1,2,3,1,4
16528,2,2,3,1,4
16529,1,2,3,1,9
16530,1,1,3,2,7
16531,1,1,2,1,7
16532,1,1,2,1,11
16533,2,2,2,2,11
16534,1,1,3,2,8
16535,1,1,3,1,6
16536,1,1,3,2,7
16537,1,1,3,2,8
16538,1,1,2,2,11
16539,2,2,3,2,8
16540,1,3,2,2,3
16541,1,1,3,1,7
16542,1,1,3,2,6
16543,1,1,3,1,4
16544,1,1,2,1,4
16545,1,1,3,1,6
16546,1,1,3,2,6
16547,1,1,2,2,11
16548,1,1,2,1,8
16549,2,2,3,1,3
16550,1,3,1,2,5
16551,1,1,3,1,5
16552,1,2,3,2,5
16553,1,1,3,1,6
16554,2,2,3,1,6
16555,1,1,3,2,7
16556,1,1,3,1,11
16557,1,3,3,2,8
16558,1,1,3,1,-1
16559,1,2,1,1,6
16560,2,2,3,1,5
16561,3,1,2,1,6
16562,1,1,2,1,5
16563,1,3,3,2,8
16564,1,2,2,1,2
16565,2,1,2,1,9
16566,1,2,3,1,4
16567,2,1,2,1,4
16568,1,2,3,2,9
16569,1,2,3,2,-1
16570,1,1,2,1,6
16571,1,1,3,1,6
16572,1,1,3,1,6
16573,1,1,2,1,5
16574,1,1,3,1,6
16575,1,1,2,2,6
16576,1,1,2,1,4
16577,1,1,2,1,8
16578,2,1,3,2,10
16579,1,1,3,1,7
16580,1,1,3,2,4
16581,2,2,3,2,7
16582,3,2,3,2,3
16583,4,2,3,2,4
16584,1,1,3,1,6
16585,1,1,3,1,6
16586,1,3,3,2,3
16587,1,3,3,1,6
16588,1,3,2,2,6
16589,1,1,3,1,4
16590,1,3,3,2,6
16591,1,3,3,1,-1
16592,1,1,3,1,6
16593,1,3,1,1,11
16594,1,1,3,1,3
16595,2,2,3,2,3
16596,1,1,3,1,6
16597,1,1,2,1,3
16598,1,3,1,1,8
16599,1,3,3,2,7
16600,1,1,3,2,8
16601,1,1,3,1,4
16602,1,2,3,2,5
16603,1,1,3,2,5
16604,2,1,3,2,6
16605,1,1,2,1,3
16606,1,3,3,1,2
16607,1,3,2,1,3
16608,1,1,3,1,7
16609,2,1,3,1,5
16610,1,1,2,1,4
16611,1,1,3,1,10
16612,1,1,2,1,8
16613,1,1,3,2,7
16614,2,2,3,2,7
16615,1,1,2,1,6
16616,1,1,3,2,11
16617,1,1,2,1,7
16618,1,3,2,2,5
16619,1,1,3,2,7
16620,1,1,3,1,4
16621,1,1,2,1,9
16622,1,1,3,1,6
16623,2,2,3,2,6
16624,1,3,3,1,8
16625,1,1,3,2,6
16626,2,1,3,1,10
16627,1,1,3,1,8
16628,2,3,3,2,6
16629,1,1,3,2,-1
16630,1,3,3,1,7
16631,1,1,2,1,4
16632,1,1,3,2,5
16633,1,1,2,2,8
16634,1,3,3,1,-1
16635,1,3,2,2,3
16636,1,1,2,2,6
16637,1,1,3,2,7
16638,1,1,3,1,10
16639,1,1,3,1,6
16640,1,1,3,1,7
16641,1,1,3,1,8
16642,1,3,3,1,7
16643,1,1,3,1,6
16644,1,3,2,1,3
16645,1,3,2,2,7
16646,1,1,3,2,9
16647,1,1,2,1,3
16648,1,1,2,1,6
16649,2,1,3,1,4
16650,1,3,1,2,7
16651,1,2,3,2,7
16652,1,1,2,1,5
16653,1,1,3,2,7
16654,1,1,2,1,4
16655,1,1,3,2,7
16656,1,1,3,1,7
16657,1,1,3,2,8
16658,2,2,3,1,7
16659,3,2,3,1,2
16660,1,1,2,1,7
16661,1,1,3,2,11
16662,1,3,2,1,2
16663,1,1,3,1,7
16664,2,2,3,2,6
16665,1,3,2,1,3
16666,1,1,3,2,5
16667,1,1,3,1,8
16668,1,1,3,1,5
16669,1,1,2,1,6
16670,2,2,3,1,10
16671,3,1,3,2,10
16672,1,1,3,1,8
16673,2,1,3,1,5
16674,1,1,3,1,6
16675,1,1,2,2,6
16676,1,3,3,2,3
16677,1,1,3,1,10
16678,2,3,2,1,8
16679,1,1,3,2,10
16680,1,2,3,2,4
16681,1,1,3,2,7
16682,1,2,2,1,8
16683,2,1,3,1,9
16684,1,3,2,2,11
16685,1,2,3,2,8
16686,1,1,3,2,6
16687,2,2,3,2,10
16688,1,1,3,2,8
16689,1,1,2,1,7
16690,1,1,3,1,8
16691,1,1,3,1,6
16692,1,2,2,1,6
16693,1,1,3,1,3
16694,2,2,3,1,3
16695,1,1,3,2,8
16696,1,1,2,1,7
16697,1,3,3,1,2
16698,1,1,3,1,7
16699,1,2,3,2,11
16700,1,1,3,2,9
16701,2,2,3,2,9
16702,1,1,3,1,9
16703,1,1,3,2,4
16704,1,1,3,2,6
16705,2,2,3,1,9
16706,1,2,3,2,4
16707,2,1,3,1,6
16708,1,1,3,2,7
16709,1,1,3,2,5
16710,1,1,2,1,10
16711,1,1,2,2,8
16712,1,1,2,1,9
16713,1,1,3,1,6
16714,1,1,3,1,4
16715,1,1,3,1,4
16716,1,1,2,1,6
16717,1,1,3,2,10
16718,2,1,3,2,6
16719,1,3,2,1,2
16720,1,2,3,2,4
16721,2,2,3,1,1
16722,3,2,3,2,2
16723,4,2,3,2,2
16724,1,3,3,2,7
16725,1,1,3,1,7
16726,1,1,3,1,2
16727,1,1,2,1,6
16728,1,1,3,1,7
16729,2,1,3,1,11
16730,1,1,3,2,8
16731,1,1,3,2,8
16732,1,1,3,1,5
16733,1,1,2,1,8
16734,1,1,3,1,9
16735,1,1,3,2,7
16736,1,1,3,1,7
16737,2,2,3,2,6
16738,3,2,3,1,2
16739,1,2,3,1,11
16740,1,1,3,2,9
16741,1,3,2,1,2
16742,1,1,3,2,7
16743,1,1,3,1,6
16744,1,1,2,2,8
16745,1,1,3,1,7
16746,1,1,3,1,9
16747,2,2,3,1,3
16748,3,2,3,2,3
16749,1,1,3,1,9
16750,1,1,3,2,8
16751,1,1,3,1,6
16752,1,1,3,1,7
16753,1,2,3,1,7
16754,4,2,3,1,6
16755,2,2,3,2,5
16756,3,1,3,2,7
16757,1,1,2,1,10
16758,2,2,1,2,9
16759,1,1,1,1,9
16760,1,3,3,1,1
16761,1,1,2,1,9
16762,1,2,3,2,6
16763,2,2,3,1,2
16764,3,2,3,1,1
16765,1,1,3,2,8
16766,2,2,3,2,7
16767,1,3,3,2,8
16768,1,1,3,2,5
16769,1,1,3,1,10
16770,1,1,2,1,6
16771,1,1,3,1,7
16772,1,1,2,1,-1
16773,1,1,2,1,4
16774,1,3,3,2,7
16775,1,3,3,1,3
16776,1,1,3,1,4
16777,1,2,2,2,10
16778,1,3,3,2,3
16779,1,1,3,2,8
16780,1,2,3,1,7
16781,2,1,3,1,7
16782,3,2,3,2,4
16783,1,3,3,2,6
16784,1,1,3,2,7
16785,1,1,3,2,10
16786,1,1,2,-1,7
16787,2,2,3,1,11
16788,1,3,3,1,3
16789,1,1,3,2,7
16790,1,3,3,1,6
16791,1,1,3,1,11
16792,1,1,3,1,5
16793,2,2,3,2,5
16794,1,1,3,1,7
16795,1,1,1,1,7
16796,1,1,2,1,5
16797,1,2,3,2,7
16798,1,1,3,2,8
16799,1,2,2,2,8
16800,2,2,3,2,3
16801,3,2,3,1,4
16802,1,2,2,2,2
16803,1,1,1,1,4
16804,1,1,3,1,6
16805,3,2,3,2,6
16806,2,1,3,1,11
16807,4,2,3,2,11
16808,1,3,3,2,6
16809,1,1,3,1,10
16810,1,3,2,1,7
16811,1,1,3,1,7
16812,1,1,3,1,4
16813,1,3,2,1,1
16814,1,1,2,1,9
16815,1,2,2,2,5
16816,3,2,2,2,4
16817,4,1,2,1,6
16818,5,2,3,2,6
16819,1,2,3,2,6
16820,1,3,3,1,3
16821,1,1,3,1,7
16822,1,2,3,2,4
16823,1,1,3,1,6
16824,1,1,3,2,8
16825,1,1,3,2,10
16826,1,3,2,1,1
16827,1,1,2,1,8
16828,1,3,3,2,3
16829,1,1,3,2,4
16830,2,2,3,1,5
16831,1,1,2,1,5
16832,2,2,3,1,7
16833,3,2,2,2,9
16834,4,2,3,2,5
16835,5,2,2,2,5
16836,6,2,3,1,5
16837,1,1,2,1,-1
16838,1,2,3,1,6
16839,2,2,3,1,-1
16840,1,1,3,1,7
16841,2,1,3,2,8
16842,3,2,3,2,3
16843,1,1,3,-1,4
16844,1,1,2,1,6
16845,1,1,3,1,7
16846,3,2,3,1,6
16847,2,1,3,1,5
16848,1,1,3,1,8
16849,2,2,3,1,6
16850,1,1,3,1,8
16851,1,1,3,1,5
16852,2,2,3,2,5
16853,1,1,3,1,7
16854,1,1,3,1,8
16855,2,1,2,1,5
16856,1,3,3,1,4
16857,1,1,3,1,3
16858,1,2,3,2,5
16859,1,3,2,1,2
16860,1,2,3,1,6
16861,1,1,3,1,8
16862,1,1,2,1,-1
16863,1,3,3,1,8
16864,1,1,3,1,6
16865,1,3,3,2,4
16866,1,2,3,2,6
16867,1,1,3,2,9
16868,1,3,3,1,3
16869,1,1,2,1,7
16870,1,1,2,1,6
16871,1,1,2,2,10
16872,1,1,2,1,6
16873,1,2,3,2,7
16874,2,1,3,2,7
16875,1,2,3,1,-1
16876,1,1,3,2,-1
16877,1,1,3,2,4
16878,1,3,2,2,-1
16879,1,1,3,2,-1
16880,1,1,2,1,7
16881,1,1,2,1,-1
16882,1,1,3,2,7
16883,1,3,3,1,2
16884,1,1,3,1,11
16885,1,3,3,1,10
16886,1,3,2,1,8
16887,1,1,3,-1,7
16888,1,3,3,1,11
16889,1,1,3,2,-1
16890,2,2,3,2,-1
16891,1,1,3,1,8
16892,1,3,3,2,5
16893,1,1,3,2,10
16894,1,1,3,1,7
16895,1,1,3,2,6
16896,1,1,3,2,7
16897,1,3,2,2,6
16898,1,1,2,1,6
16899,2,1,3,1,7
16900,1,3,3,1,10
16901,1,2,2,2,3
16902,2,2,3,2,4
16903,3,2,3,2,4
16904,4,1,3,2,5
16905,1,1,2,1,10
16906,1,1,2,1,6
16907,1,3,3,2,8
16908,1,2,2,2,-1
16909,1,1,3,1,5
16910,1,1,3,2,6
16911,1,1,3,1,4
16912,1,3,3,1,9
16913,1,1,2,2,11
16914,1,1,2,1,7
16915,1,1,3,1,7
16916,1,1,3,1,8
16917,1,1,3,1,7
16918,2,1,3,1,7
16919,1,1,3,2,10
16920,2,1,3,1,10
16921,1,1,3,2,9
16922,1,1,3,1,7
16923,1,1,2,1,10
16924,1,1,3,1,11
16925,2,2,3,1,9
16926,1,1,2,2,5
16927,1,1,3,2,7
16928,1,1,3,1,9
16929,1,1,3,1,4
16930,1,1,3,2,5
16931,1,1,3,1,6
16932,1,1,2,1,8
16933,2,2,2,2,8
16934,3,1,2,1,9
16935,4,2,2,2,9
16936,5,1,3,2,7
16937,3,2,3,1,5
16938,1,1,3,1,7
16939,2,2,3,2,7
16940,1,1,3,1,5
16941,2,2,3,1,5
16942,1,1,3,2,7
16943,1,1,3,1,7
16944,1,1,3,2,8
16945,1,1,3,1,9
16946,1,1,3,1,4
16947,2,1,3,1,8
16948,1,1,3,2,5
16949,1,1,3,1,8
16950,1,3,3,2,9
16951,1,1,3,2,6
16952,1,1,3,2,6
16953,1,3,3,2,7
16954,1,1,3,1,8
16955,2,1,2,1,10
16956,1,1,3,1,7
16957,1,1,3,1,9
16958,2,2,3,1,4
16959,1,1,3,2,7
16960,1,1,3,2,6
16961,1,1,3,1,9
16962,1,1,3,2,10
16963,2,1,3,2,5
16964,3,1,3,2,7
16965,1,1,3,2,7
16966,1,3,3,2,3
16967,1,1,2,2,8
16968,1,1,3,1,7
16969,1,1,3,1,4
16970,2,2,3,1,4
16971,1,1,3,1,3
16972,1,1,2,1,4
16973,1,3,3,2,7
16974,1,2,3,2,8
16975,1,3,3,1,2
16976,1,1,3,1,6
16977,1,1,3,1,4
16978,1,1,3,2,4
16979,1,1,3,2,9
16980,1,1,3,1,6
16981,2,2,3,1,6
16982,1,1,3,2,6
16983,1,1,3,1,9
16984,1,1,3,2,5
16985,1,1,2,1,8
16986,1,1,3,1,8
16987,2,2,3,1,2
16988,2,1,3,2,6
16989,1,1,3,2,6
16990,1,1,3,2,6
16991,1,1,1,1,7
16992,1,1,3,1,5
16993,1,1,3,1,9
16994,1,1,3,2,8
16995,1,1,3,1,7
16996,1,1,3,1,10
16997,1,2,3,1,7
16998,1,1,3,1,6
16999,1,1,3,1,6
17000,1,1,3,1,4
17001,1,3,3,1,2
17002,1,1,3,1,7
17003,2,2,3,2,3
17004,3,2,3,2,2
17005,1,1,3,1,6
17006,2,2,3,2,6
17007,1,1,3,1,8
17008,1,3,3,2,7
17009,1,1,3,1,6
17010,1,3,3,1,3
17011,1,1,3,2,10
17012,1,1,3,2,8
17013,2,1,2,2,6
17014,3,2,3,1,1
17015,1,1,3,1,5
17016,1,2,3,2,8
17017,1,1,3,1,7
17018,1,1,3,1,9
17019,2,1,3,1,7
17020,1,1,3,2,9
17021,1,1,2,1,8
17022,1,3,3,1,10
17023,1,1,3,2,9
17024,2,1,3,1,8
17025,3,1,3,1,7
17026,1,2,2,1,4
17027,2,1,2,1,4
17028,3,2,2,1,4
17029,4,1,2,1,5
17030,1,2,3,1,2
17031,1,3,3,1,4
17032,1,1,2,1,10
17033,1,2,3,2,9
17034,1,1,2,1,9
17035,1,1,2,1,6
17036,1,1,3,2,7
17037,1,1,3,1,6
17038,1,2,3,1,5
17039,1,1,3,1,9
17040,1,1,3,1,6
17041,1,3,3,2,11
17042,1,1,3,1,6
17043,2,2,3,1,5
17044,1,3,3,2,2
17045,1,1,2,1,10
17046,1,1,3,1,11
17047,1,1,3,1,2
17048,1,1,3,2,9
17049,1,3,2,1,4
17050,1,1,2,1,6
17051,1,3,2,2,3
17052,1,1,2,1,6
17053,1,1,3,1,6
17054,1,1,3,2,8
17055,2,1,3,2,4
17056,1,3,3,2,7
17057,1,1,3,1,8
17058,1,2,3,2,5
17059,1,1,3,2,8
17060,2,2,3,2,4
17061,3,2,3,2,3
17062,1,3,3,1,1
17063,1,1,2,2,10
17064,1,2,3,2,9
17065,1,1,3,1,6
17066,1,1,3,1,4
17067,1,1,3,2,6
17068,1,1,2,1,7
17069,2,1,3,1,7
17070,3,1,3,1,8
17071,1,1,3,1,6
17072,2,1,3,1,5
17073,3,2,3,1,5
17074,4,2,3,1,5
17075,1,1,3,2,8
17076,2,2,3,2,11
17077,1,1,2,1,9
17078,1,1,3,1,10
17079,1,1,2,1,6
17080,1,1,3,1,8
17081,1,1,3,1,9
17082,1,1,3,1,10
17083,2,2,3,2,10
17084,1,1,3,2,11
17085,2,1,3,2,6
17086,1,1,3,1,6
17087,1,1,3,1,9
17088,1,2,3,2,1
17089,2,1,3,2,9
17090,1,2,3,2,5
17091,1,3,3,2,4
17092,1,3,3,2,8
17093,1,1,3,1,6
17094,1,2,3,1,2
17095,1,1,3,1,8
17096,1,3,3,2,2
17097,1,3,3,1,2
17098,1,1,3,1,5
17099,1,3,3,1,3
17100,1,1,3,1,6
17101,2,1,3,2,6
17102,3,2,3,2,1
17103,1,1,3,2,6
17104,1,3,3,2,6
17105,1,3,1,1,9
17106,1,2,3,1,6
17107,1,2,3,2,5
17108,1,1,3,2,5
17109,1,1,3,1,4
17110,1,3,3,1,9
17111,1,2,3,1,8
17112,1,3,2,1,1
17113,1,1,3,2,7
17114,1,1,3,2,5
17115,1,1,2,2,6
17116,1,1,3,1,9
17117,1,1,3,1,10
17118,1,1,2,1,11
17119,1,1,3,1,4
17120,1,3,3,2,6
17121,1,1,3,2,6
17122,1,1,3,1,8
17123,1,1,3,1,8
17124,1,1,3,1,5
17125,1,1,3,1,3
17126,1,1,2,2,7
17127,1,1,3,1,10
17128,1,2,3,1,4
17129,1,1,2,1,4
17130,1,1,3,1,7
17131,2,2,3,1,10
17132,3,1,3,1,6
17133,1,1,3,1,4
17134,2,2,3,1,4
17135,3,2,3,1,4
17136,4,2,2,1,4
17137,1,1,3,1,7
17138,1,1,3,2,7
17139,1,1,2,1,8
17140,1,3,3,1,3
17141,1,1,3,2,9
17142,1,1,3,1,7
17143,1,1,3,1,4
17144,1,1,3,1,5
17145,1,2,3,2,7
17146,1,3,2,2,6
17147,1,3,3,2,4
17148,1,1,3,2,8
17149,1,1,3,1,6
17150,1,1,3,1,4
17151,1,1,3,1,6
17152,1,2,2,2,7
17153,1,3,3,1,10
17154,1,3,3,1,8
17155,1,1,3,1,5
17156,1,1,3,1,9
17157,1,1,3,1,11
17158,1,1,3,1,8
17159,2,1,3,1,11
17160,1,1,3,1,5
17161,2,1,3,1,5
17162,1,1,3,2,6
17163,1,1,3,2,6
17164,1,1,3,2,11
17165,1,3,3,2,10
17166,1,1,2,1,5
17167,2,2,3,1,5
17168,3,1,3,1,6
17169,1,3,2,1,7
17170,1,3,2,1,11
17171,1,1,2,1,8
17172,1,1,3,2,7
17173,2,2,3,2,2
17174,1,1,3,1,5
17175,2,2,3,2,5
17176,1,1,3,1,8
17177,2,2,3,2,11
17178,1,1,3,2,9
17179,1,1,2,1,8
17180,1,1,3,1,7
17181,1,1,2,1,7
17182,1,3,3,2,2
17183,1,2,3,2,1
17184,1,1,3,1,8
17185,1,3,3,1,7
17186,1,1,3,1,6
17187,1,1,2,1,10
17188,1,1,3,2,5
17189,1,1,3,1,10
17190,1,1,3,2,6
17191,1,2,3,2,10
17192,1,1,3,1,8
17193,1,2,3,2,11
17194,1,1,3,1,11
17195,2,1,3,1,8
17196,1,1,3,2,8
17197,1,1,2,1,7
17198,1,1,3,2,7
17199,2,2,3,1,7
17200,1,1,3,2,7
17201,1,2,3,1,3
17202,1,1,3,1,4
17203,2,2,2,1,4
17204,3,2,3,1,4
17205,4,2,3,2,4
17206,5,2,3,1,1
17207,6,1,3,1,8
17208,1,1,3,1,5
17209,2,2,3,2,4
17210,3,2,3,2,4
17211,1,1,3,1,6
17212,1,3,3,2,10
17213,2,3,3,2,7
17214,1,2,3,2,5
17215,2,1,3,1,5
17216,1,3,1,1,11
17217,1,3,3,1,3
17218,1,2,3,2,4
17219,1,1,3,1,10
17220,1,1,3,1,7
17221,2,2,3,2,6
17222,3,2,3,1,6
17223,1,1,1,1,7
17224,1,1,3,2,9
17225,1,1,3,1,8
17226,1,2,3,2,6
17227,1,3,3,1,3
17228,1,1,3,1,9
17229,1,1,3,2,8
17230,2,1,2,1,7
17231,1,1,3,2,6
17232,1,2,2,2,5
17233,1,1,2,1,4
17234,1,2,3,1,4
17235,1,1,3,1,7
17236,1,1,3,2,6
17237,1,3,3,2,10
17238,1,1,3,2,9
17239,2,2,3,2,9
17240,1,1,3,2,11
17241,1,1,3,1,7
17242,2,2,3,1,3
17243,1,1,3,1,10
17244,1,1,3,1,4
17245,1,1,3,2,7
17246,2,2,3,2,1
17247,1,3,3,2,3
17248,1,1,3,1,4
17249,1,1,3,2,7
17250,1,2,3,2,4
17251,1,2,3,1,4
17252,1,1,3,1,7
17253,1,1,2,1,9
17254,1,1,2,1,6
17255,1,1,2,1,8
17256,1,1,3,2,7
17257,1,1,3,1,4
17258,2,2,3,1,4
17259,1,1,3,1,4
17260,1,3,3,1,5
17261,1,1,3,1,7
17262,1,3,3,2,9
17263,1,1,3,2,5
17264,1,1,3,1,10
17265,1,1,3,1,9
17266,1,1,3,2,8
17267,1,3,3,1,6
17268,1,1,3,1,8
17269,2,2,2,2,8
17270,1,2,3,2,8
17271,1,1,3,1,4
17272,1,1,3,2,4
17273,2,2,3,2,7
17274,3,2,3,2,4
17275,1,1,3,1,11
17276,1,1,3,1,4
17277,1,1,3,1,6
17278,2,2,3,2,2
17279,1,3,3,2,3
17280,1,1,3,1,5
17281,1,2,2,2,6
17282,1,1,3,1,8
17283,1,1,2,1,10
17284,1,3,3,1,1
17285,1,1,3,1,7
17286,1,1,3,1,7
17287,1,2,3,1,5
17288,1,1,3,1,9
17289,1,1,3,2,11
17290,1,1,3,1,5
17291,2,1,3,1,9
17292,1,1,3,1,4
17293,1,3,3,2,8
17294,1,3,3,2,3
17295,1,1,3,1,4
17296,1,1,3,1,5
17297,2,1,3,2,5
17298,1,1,3,2,6
17299,1,1,2,1,6
17300,1,1,3,2,8
17301,1,2,3,2,7
17302,1,1,3,1,6
17303,1,1,3,1,8
17304,1,2,3,2,9
17305,2,1,3,1,10
17306,1,1,3,2,4
17307,1,1,3,2,8
17308,2,2,3,2,9
17309,1,1,3,2,8
17310,1,1,3,2,9
17311,1,1,3,1,6
17312,1,3,3,2,3
17313,1,1,3,1,4
17314,1,1,3,1,7
17315,1,3,3,1,2
17316,1,1,3,2,6
17317,1,1,3,1,11
17318,1,1,3,1,8
17319,1,3,3,2,7
17320,1,2,2,2,6
17321,1,1,3,1,3
17322,1,1,3,2,9
17323,1,1,3,1,11
17324,1,3,2,1,11
17325,1,1,3,1,6
17326,1,2,3,2,6
17327,1,1,3,1,9
17328,1,1,3,1,7
17329,1,1,3,2,9
17330,1,3,3,2,4
17331,2,3,3,2,5
17332,1,1,2,2,8
17333,1,3,3,1,4
17334,1,2,3,1,6
17335,1,1,3,1,4
17336,1,1,3,2,7
17337,1,1,3,2,7
17338,1,1,3,2,8
17339,1,1,3,2,6
